,_id,asset_text,spend,impressions,clicks,link_click,post_engagement,lead,page_engagement,post_reaction,post,video_view,cpm,cpc,ctr,cpl,ctl,campaign_id,landing_page_view,onsite_conversion.lead_grouped,offsite_conversion.fb_pixel_custom,onsite_conversion.post_save,comment,like,onsite_conversion.messaging_first_reply,onsite_conversion.total_messaging_connection,onsite_conversion.messaging_user_depth_2_message_send,onsite_conversion.messaging_conversation_replied_7d,onsite_conversion.messaging_user_depth_3_message_send
0,66d7e316b3fdb1cfea446526,"Discover Refined Elegance at ATS Homekraft: Where Dreams Begin ✨

ATS Homekraft, situated in Sector-105, Dwarka Expressway, promises a lifestyle of unparalleled luxury with its flats starting at 3 BHK from ₹2 Cr onwards. Key highlights include:

✅ 50,000 sq ft, 4-level ultra-luxurious clubhouse
✅ Lush 80% Green Area
✅ Safe Kids’ Play Area
✅ Inviting Swimming Pool
✅ Tranquil Yoga space
✅ Cutting-edge Gymnasium
✅ Ample Car Parking
✅ Recreational Indoor Games

Don’t wait to make your luxury living dream come true. Contact us today! 🌟",63.964177,280,1,1,1,0,1,0,,,228.44348928571426,63.964177,0.0035714285714285713,,,120211992769850764,,,,,,,,,,,
1,66d7e316b3fdb1cfea446527,"Experience the Ultimate Lifestyle at ATS Homekraft 🏡🌿

Nestled in Sector-105, Dwarka Expressway, ATS Homekraft offers ultra-luxury flats starting at 3 BHK for ₹2 Cr onwards. Discover a harmonious blend of elegance and comfort with these outstanding amenities:

✅ Exclusive 50,000 sq ft, 4-level ultra-luxurious clubhouse
✅ 80% Green Area for fresh air and serenity
✅ Dedicated Kids’ Play Area for endless fun
✅ Sparkling Swimming Pool for ultimate relaxation
✅ Invigorating Yoga sessions
✅ State-of-the-art Gymnasium
✅ Convenient Car Parking
✅ Engaging Indoor Games

Don’t miss out! Learn more or book now to live a life of luxury! ✨",39.72775,136,0,0,0,0,0,0,,,292.1158088235294,,0.0,,,120211992769850764,,,,,,,,,,,
2,66d7e316b3fdb1cfea446528,"Elevate Your Living at ATS Homekraft: An Unmatched Experience 🌟

Located in the prime Sector-105, Dwarka Expressway, ATS Homekraft redefines luxury living with its exclusive flats starting from 3 BHK at ₹2 Cr onwards. Take a peek at the luxurious amenities awaiting you:

✅ 50,000 sq ft, 4-level ultra-luxurious clubhouse
✅ Vast 80% Green Area to rejuvenate your senses
✅ Secure and fun Kids’ Play Area
✅ Refreshing Swimming Pool
✅ Peaceful Yoga zone
✅ Well-equipped Gymnasium
✅ Ample Car Parking space
✅ Engaging Indoor Games

Your dream home is just a visit away! Contact us to explore more! 🌠",169.535051,852,8,2,4,0,4,2,,,198.9848016431925,21.191881375,0.009389671361502348,,,120211992769850764,,,,,,,,,,,
3,66d7e316b3fdb1cfea446529,"Experience the Ultimate Lifestyle at ATS Homekraft 🏡🌿

Nestled in Sector-105, Dwarka Expressway, ATS Homekraft offers ultra-luxury flats starting at 3 BHK for ₹2 Cr onwards. Discover a harmonious blend of elegance and comfort with these outstanding amenities:

✅ Exclusive 50,000 sq ft, 4-level ultra-luxurious clubhouse
✅ 80% Green Area for fresh air and serenity
✅ Dedicated Kids’ Play Area for endless fun
✅ Sparkling Swimming Pool for ultimate relaxation
✅ Invigorating Yoga sessions
✅ State-of-the-art Gymnasium
✅ Convenient Car Parking
✅ Engaging Indoor Games

Don’t miss out! Learn more or book now to live a life of luxury! ✨",794.505034,1988,29,9,238,0,238,4,1.0,224.0,399.6504195171026,27.396725310344827,0.014587525150905433,,,120211992769850764,,,,,,,,,,,
4,66d7e316b3fdb1cfea44652a,"Discover Refined Elegance at ATS Homekraft: Where Dreams Begin ✨

ATS Homekraft, situated in Sector-105, Dwarka Expressway, promises a lifestyle of unparalleled luxury with its flats starting at 3 BHK from ₹2 Cr onwards. Key highlights include:

✅ 50,000 sq ft, 4-level ultra-luxurious clubhouse
✅ Lush 80% Green Area
✅ Safe Kids’ Play Area
✅ Inviting Swimming Pool
✅ Tranquil Yoga space
✅ Cutting-edge Gymnasium
✅ Ample Car Parking
✅ Recreational Indoor Games

Don’t wait to make your luxury living dream come true. Contact us today! 🌟",332.034043,841,13,3,42,0,42,0,,39.0,394.8086123662307,25.541080230769232,0.015457788347205707,,,120211992769850764,,,,,,,,,,,
5,66d7e316b3fdb1cfea44652b,"Elevate Your Living at ATS Homekraft: An Unmatched Experience 🌟

Located in the prime Sector-105, Dwarka Expressway, ATS Homekraft redefines luxury living with its exclusive flats starting from 3 BHK at ₹2 Cr onwards. Take a peek at the luxurious amenities awaiting you:

✅ 50,000 sq ft, 4-level ultra-luxurious clubhouse
✅ Vast 80% Green Area to rejuvenate your senses
✅ Secure and fun Kids’ Play Area
✅ Refreshing Swimming Pool
✅ Peaceful Yoga zone
✅ Well-equipped Gymnasium
✅ Ample Car Parking space
✅ Engaging Indoor Games

Your dream home is just a visit away! Contact us to explore more! 🌠",156.022619,572,7,4,51,0,51,0,,47.0,272.7668164335664,22.28894557142857,0.012237762237762238,,,120211992769850764,,,,,,,,,,,
6,66d7e316b3fdb1cfea44652c,"Unlock Success at Samyak Boulevard 83 – The Ultimate Commercial Destination! 📈💼 

Located in the thriving Sector 83 of New Gurgaon, Samyak Boulevard 83 is tailored for ambitious businesses in need of elegant shop and showroom spaces. Featuring starting sizes from 250 sq. ft. and prices from 50 Lacs onwards, this address is set to redefine your business standards. Experience the best amenities: 

💧 Continuous 24 Hour Water Supply 
🚲 Spacious Bike Parking 
🚗 Dedicated Car Parking 
🔥 Advanced Fire Fighting System 
🍽️ Diverse Food Court 
🚀 Efficient High-speed Elevators 
🏨 Premium Hospitality Retail 
⚡ Uninterrupted Power Backup 
🍴 Signature Restaurant Options 

Elevate your business presence—Book your dream space today and own a piece of this premium commercial property!",21.606908,101,0,0,0,0,0,0,,,213.9297821782178,,0.0,,,120211992715800764,,,,,,,,,,,
7,66d7e316b3fdb1cfea44652d,"Strategize, Succeed, Soar with Samyak Boulevard 83 – New Gurgaon’s Prime Commercial Hub! 🌟🏙️ 

Make a strategic business move to Samyak Boulevard 83 in Sector 83, New Gurgaon. This premier spot offers versatile shops and showrooms starting from a competitive price of 50 Lacs. Ideal for growth-oriented enterprises, it comes with top-of-the-line amenities: 

💧 24/7 Water Supply 
🚲 Convenient Bike Parking 
🚗 Ample Car Parking 
🔥 Reliable Fire Fighting System 
🍽️ Vibrant Food Court 
🚀 Swift High-speed Elevators 
🏨 Elegant Hospitality Retail 
⚡ Dependable Power Backup 
🍴 Quality Restaurant Choices 

Don’t wait! Secure your space now and become part of New Gurgaon's future business elite. Contact us for more details!",6.254631,47,1,1,1,0,1,0,,,133.07725531914892,6.254631,0.02127659574468085,,,120211992715800764,,,,,,,,,,,
8,66d7e316b3fdb1cfea44652e,"Strategize, Succeed, Soar with Samyak Boulevard 83 – New Gurgaon’s Prime Commercial Hub! 🌟🏙️ 

Make a strategic business move to Samyak Boulevard 83 in Sector 83, New Gurgaon. This premier spot offers versatile shops and showrooms starting from a competitive price of 50 Lacs. Ideal for growth-oriented enterprises, it comes with top-of-the-line amenities: 

💧 24/7 Water Supply 
🚲 Convenient Bike Parking 
🚗 Ample Car Parking 
🔥 Reliable Fire Fighting System 
🍽️ Vibrant Food Court 
🚀 Swift High-speed Elevators 
🏨 Elegant Hospitality Retail 
⚡ Dependable Power Backup 
🍴 Quality Restaurant Choices 

Don’t wait! Secure your space now and become part of New Gurgaon's future business elite. Contact us for more details!",9.556518,51,0,0,0,0,0,0,,,187.38270588235295,,0.0,,,120211992715800764,,,,,,,,,,,
9,66d7e316b3fdb1cfea44652f,"Unlock Success at Samyak Boulevard 83 – The Ultimate Commercial Destination! 📈💼 

Located in the thriving Sector 83 of New Gurgaon, Samyak Boulevard 83 is tailored for ambitious businesses in need of elegant shop and showroom spaces. Featuring starting sizes from 250 sq. ft. and prices from 50 Lacs onwards, this address is set to redefine your business standards. Experience the best amenities: 

💧 Continuous 24 Hour Water Supply 
🚲 Spacious Bike Parking 
🚗 Dedicated Car Parking 
🔥 Advanced Fire Fighting System 
🍽️ Diverse Food Court 
🚀 Efficient High-speed Elevators 
🏨 Premium Hospitality Retail 
⚡ Uninterrupted Power Backup 
🍴 Signature Restaurant Options 

Elevate your business presence—Book your dream space today and own a piece of this premium commercial property!",31.283132,76,2,0,0,0,0,0,,,411.6201578947368,15.641566,0.02631578947368421,,,120211992715800764,,,,,,,,,,,
